CUSTOMER_ID,EMPLOYEE_SIZE,CUSTOMER_SEGMENT
H7442701,26 to 200,NAM High-touch
H7442707,26 to 200,NAM High-touch
H7442755,1 to 25,NAM Low-Touch
H7442851,201 or Above,NAM Low-Touch
H7443043,26 to 200,NAM Low-Touch
H7443081,1 to 25,NAM Partner
H7443100,201 or Above,NAM Direct
H7443137,26 to 200,NAM Direct
H7443140,201 or Above,International High-touch
H7443161,26 to 200,NAM Partner
H7443299,201 or Above,International Low-touch
H7443349,26 to 200,International Low-touch
H7443368,1 to 25,NAM Partner
H7443479,1 to 25,NAM Low-Touch
H7443533,26 to 200,NAM Low-Touch
H7443699,26 to 200,NAM Low-Touch
H7443712,201 or Above,International Direct
H7443737,26 to 200,NAM Direct
H7443783,26 to 200,NAM Partner
H7443940,26 to 200,NAM Direct
H7444000,26 to 200,NAM Direct
H7444086,26 to 200,NAM Direct
H74441222,1 to 25,International Direct
H74441627,1 to 25,International Low-touch
H74441820,26 to 200,NAM Low-Touch
H74441824,1 to 25,NAM Low-Touch
H74441920,26 to 200,NAM Direct
H74441941,26 to 200,International Partner
H74441995,1 to 25,NAM High-touch
H74442039,1 to 25,NAM Low-Touch
H74442247,1 to 25,International Low-touch
H74442348,1 to 25,International Low-touch
H74442400,1 to 25,NAM Direct
H7444245,201 or Above,NAM Direct
H74442538,1 to 25,International Direct
H74442548,26 to 200,NAM Low-Touch
H74442561,Undefined,NAM Low-Touch
H74442626,26 to 200,NAM Low-Touch
H74442632,26 to 200,NAM Partner
H7444265,26 to 200,NAM Direct
H74442755,26 to 200,International Partner
H74442789,1 to 25,International Partner
H74442899,Undefined,NAM High-touch
H7444293,1 to 25,NAM Low-Touch
H74443220,1 to 25,International Low-touch
H74443222,1 to 25,NAM Low-Touch
H74443306,1 to 25,NAM Direct
H74443334,1 to 25,NAM Low-Touch
H74443431,1 to 25,NAM Low-Touch
H74443454,1 to 25,NAM Direct
H74443465,26 to 200,International High-touch
H7444356,26 to 200,NAM Low-Touch
H74443790,1 to 25,NAM Low-Touch
H74443820,1 to 25,International Direct
H74443935,26 to 200,NAM Partner
H74443946,26 to 200,International Low-touch
H74444075,26 to 200,NAM Low-Touch
H74444147,26 to 200,NAM Low-Touch
H74444165,1 to 25,NAM Low-Touch
H7444425,26 to 200,International Direct
H74444254,1 to 25,International Partner
H74444283,Undefined,NAM Low-Touch
H74444295,1 to 25,NAM Low-Touch
H74444315,1 to 25,International Low-touch
H7444435,26 to 200,NAM Direct
H74444373,1 to 25,International Direct
H74444384,Undefined,NAM Low-Touch
H74444408,1 to 25,NAM Low-Touch
H74444474,1 to 25,International Direct
H74444485,26 to 200,NAM Low-Touch
H74444521,1 to 25,International Direct
H74444553,26 to 200,NAM Direct
H74444656,Undefined,NAM Low-Touch
H74444662,1 to 25,International Partner
H74444710,1 to 25,NAM Low-Touch
H74444772,26 to 200,International Direct
H74444830,1 to 25,NAM Low-Touch
H7444486,26 to 200,International Direct
H7444490,201 or Above,NAM Direct
H74444907,1 to 25,NAM Low-Touch
H74445061,Undefined,International Partner
H74445064,26 to 200,International Direct
H74445130,1 to 25,NAM Low-Touch
H7444518,26 to 200,NAM Low-Touch
H74445242,1 to 25,NAM Unowned
H7444541,1 to 25,International Direct
H7444595,26 to 200,NAM Low-Touch
H7444639,26 to 200,NAM High-touch
H7444643,201 or Above,NAM Direct
H7444707,26 to 200,NAM High-touch
H7444777,1 to 25,NAM Partner
H7444807,1 to 25,NAM Low-Touch
H7444809,26 to 200,NAM Low-Touch
H7444820,26 to 200,NAM Partner
H7444863,1 to 25,NAM High-touch
H7444945,26 to 200,NAM Low-Touch
H7444957,201 or Above,NAM High-touch
H7444988,1 to 25,International Direct
H7445060,26 to 200,NAM Low-Touch
H744513,26 to 200,NAM Low-Touch
H7445164,1 to 25,International Low-touch
H7445232,201 or Above,NAM Direct
H7445240,201 or Above,NAM Low-Touch
H7445289,26 to 200,NAM Direct
H7445320,1 to 25,NAM Direct
H7445334,26 to 200,NAM Low-Touch
H7445373,1 to 25,NAM Low-Touch
H7445424,26 to 200,NAM Direct
H7445441,26 to 200,NAM Low-Touch
H744596,26 to 200,NAM Low-Touch
H7445978,1 to 25,NAM Partner
H7446144,26 to 200,International Direct
H7446200,26 to 200,International Low-touch
H7446211,26 to 200,NAM Low-Touch
H7446382,1 to 25,NAM Low-Touch
H7446559,201 or Above,NAM Low-Touch
H7446757,26 to 200,NAM Direct
H744736,1 to 25,NAM Low-Touch
H7447559,1 to 25,NAM High-touch
H744839,26 to 200,NAM Low-Touch
H7448482,26 to 200,NAM Low-Touch
H7448535,1 to 25,International Direct
H7448579,26 to 200,NAM Low-Touch
H7448623,201 or Above,International Low-touch
H7448652,201 or Above,NAM Low-Touch
H7448755,201 or Above,NAM Partner
H7448765,26 to 200,International Low-touch
H744882,1 to 25,NAM Low-Touch
H744911,26 to 200,NAM Low-Touch
H7449377,26 to 200,International Direct
H745171,26 to 200,NAM Low-Touch
H745297,26 to 200,NAM Low-Touch
H745406,26 to 200,NAM Low-Touch
H745412,1 to 25,NAM Low-Touch
H74541662,26 to 200,NAM Direct
H74541707,26 to 200,International Direct
H74541751,26 to 200,International Low-touch
H74541845,1 to 25,International Low-touch
H74541890,1 to 25,NAM Low-Touch
H74542008,1 to 25,International Direct
H74542019,26 to 200,NAM Low-Touch
H74542107,1 to 25,NAM High-touch
H74542158,1 to 25,NAM Partner
H745422,26 to 200,NAM Low-Touch
H74542374,1 to 25,NAM Low-Touch
H74542395,26 to 200,International Direct
H74542459,26 to 200,NAM High-touch
H74542489,26 to 200,International Direct
H74542625,201 or Above,International Direct
H74542726,26 to 200,International Low-touch
H74542734,1 to 25,NAM Low-Touch
H74542802,26 to 200,NAM Direct
H74542850,1 to 25,International Low-touch
H74542855,1 to 25,NAM Partner
H74543420,26 to 200,International Partner
H745436,26 to 200,NAM Low-Touch
H74543781,1 to 25,International Direct
H74543840,201 or Above,NAM Direct
H74543891,1 to 25,NAM Low-Touch
H74543904,26 to 200,International High-touch
H74543930,1 to 25,NAM Low-Touch
H74544021,1 to 25,NAM Low-Touch
H74544045,26 to 200,NAM Partner
H74544061,26 to 200,International Direct
H74544065,26 to 200,International Partner
H74544125,1 to 25,International Direct
H74544249,1 to 25,International Partner
H74544260,1 to 25,NAM Low-Touch
H74544290,26 to 200,NAM Low-Touch
H74544296,201 or Above,NAM Low-Touch
H74544328,1 to 25,NAM Low-Touch
H74544331,26 to 200,NAM High-touch
H74544379,1 to 25,NAM Partner
H74544392,1 to 25,International Low-touch
H74544413,1 to 25,International Direct
H74544526,26 to 200,NAM Low-Touch
H74544646,1 to 25,NAM Low-Touch
H74544716,1 to 25,International Direct
H74544725,1 to 25,International Direct
H74544747,26 to 200,NAM Direct
H74544752,26 to 200,International Low-touch
H74544759,26 to 200,NAM Low-Touch
H74544790,1 to 25,International Low-touch
H74544826,Undefined,International Low-touch
H74544839,1 to 25,NAM Unowned
H74544866,1 to 25,NAM Low-Touch
H74544916,1 to 25,International Direct
H74544977,1 to 25,NAM Low-Touch
H74545007,1 to 25,NAM Unowned
H74545026,1 to 25,NAM Direct
H74545077,1 to 25,NAM Low-Touch
H74545095,1 to 25,NAM Direct
H74545208,1 to 25,NAM Unowned
H745512,1 to 25,NAM Low-Touch
H745642,26 to 200,NAM Low-Touch
H745649,26 to 200,NAM Low-Touch
H745654,26 to 200,NAM Direct
H745711,26 to 200,NAM Low-Touch
H745932,26 to 200,International Direct
H746012,26 to 200,NAM Low-Touch
H746038,201 or Above,NAM Low-Touch
H746040,26 to 200,NAM Low-Touch
H746110,1 to 25,NAM Low-Touch
H746252,1 to 25,NAM Low-Touch
H746382,26 to 200,NAM Low-Touch
H74641812,1 to 25,NAM Partner
H74641957,26 to 200,International Direct
H74642018,1 to 25,NAM High-touch
H74642065,1 to 25,NAM Low-Touch
H74642188,26 to 200,International Direct
H74642277,1 to 25,NAM Low-Touch
H74642576,201 or Above,International Direct
H74642579,1 to 25,NAM Partner
H74642584,1 to 25,NAM Low-Touch
H74642629,1 to 25,International Low-touch
H74642741,1 to 25,NAM Low-Touch
H74642848,26 to 200,International Direct
H74642865,26 to 200,International Partner
H74643023,1 to 25,International Low-touch
H74643379,26 to 200,NAM Low-Touch
H74643431,26 to 200,NAM Low-Touch
H74643448,201 or Above,International Low-touch
H74643727,201 or Above,International Direct
H74643790,1 to 25,NAM Low-Touch
H74643901,1 to 25,International Low-touch
H74643936,1 to 25,NAM Direct
H74644125,26 to 200,NAM High-touch
H74644195,26 to 200,NAM Low-Touch
H74644196,1 to 25,NAM Low-Touch
H74644244,1 to 25,NAM Low-Touch
H74644292,26 to 200,International Partner
H74644310,1 to 25,NAM Direct
H74644339,1 to 25,NAM Low-Touch
H74644569,Undefined,NAM Partner
H74644639,26 to 200,NAM Partner
H74644740,1 to 25,NAM Low-Touch
H74644751,Undefined,NAM Low-Touch
H74644812,Undefined,NAM Low-Touch
H74644815,1 to 25,International Low-touch
H74644822,1 to 25,NAM Low-Touch
H74644832,1 to 25,NAM Low-Touch
H74644869,1 to 25,International Low-touch
H74645049,201 or Above,NAM Low-Touch
H74645063,Undefined,NAM Low-Touch
H746451,26 to 200,NAM Low-Touch
H74645224,Undefined,International Low-touch
H74645232,1 to 25,NAM Low-Touch
H74645376,1 to 25,NAM Unowned
H746478,201 or Above,NAM Low-Touch
H746550,26 to 200,NAM Low-Touch
H746558,1 to 25,NAM Low-Touch
H746787,26 to 200,NAM Low-Touch
H746827,26 to 200,NAM Low-Touch
H746837,1 to 25,NAM Partner
H746901,1 to 25,NAM High-touch
H747021,26 to 200,NAM High-touch
H747030,1 to 25,NAM Low-Touch
H747259,26 to 200,NAM High-touch
H747333,26 to 200,NAM Low-Touch
H747391,26 to 200,NAM Low-Touch
H747404,26 to 200,NAM Low-Touch
H74741764,1 to 25,NAM Low-Touch
H74741818,26 to 200,NAM Direct
H74741984,26 to 200,NAM Partner
H74742068,1 to 25,NAM Partner
H74742093,26 to 200,NAM Low-Touch
H74742123,26 to 200,NAM High-touch
H74742206,26 to 200,NAM High-touch
H74742212,1 to 25,NAM High-touch
H74742417,26 to 200,NAM Partner
H74742503,26 to 200,International Partner
H74742512,1 to 25,NAM Partner
H74742605,26 to 200,NAM Low-Touch
H74742625,26 to 200,International Partner
H74742635,1 to 25,NAM Direct
H74742766,1 to 25,International Low-touch
H74742821,Undefined,NAM Low-Touch
H74742828,201 or Above,International Direct
H74742842,26 to 200,NAM High-touch
H74742865,1 to 25,International Low-touch
H74742934,26 to 200,International Partner
H74742951,1 to 25,International Partner
H74743325,1 to 25,NAM Low-Touch
H74743406,26 to 200,NAM Partner
H74743418,1 to 25,International Low-touch
H74743422,1 to 25,NAM Direct
H747437,1 to 25,NAM Partner
H74743782,1 to 25,NAM Low-Touch
H74743785,26 to 200,International Direct
H74743796,26 to 200,NAM Direct
H74743803,1 to 25,NAM Low-Touch
H74743838,1 to 25,NAM Low-Touch
H74743839,1 to 25,NAM Direct
H74743864,Undefined,NAM Low-Touch
H74743934,201 or Above,International Direct
H74743940,1 to 25,NAM Low-Touch
H74743941,1 to 25,NAM Low-Touch
H74743991,201 or Above,NAM Low-Touch
H74744041,1 to 25,NAM Low-Touch
H74744116,1 to 25,International Partner
H74744122,26 to 200,NAM Direct
H74744168,1 to 25,International Direct
H74744208,1 to 25,NAM Low-Touch
H74744238,1 to 25,NAM High-touch
H74744333,26 to 200,NAM Unowned
H74744367,1 to 25,International Partner
H74744382,1 to 25,NAM Low-Touch
H74744406,26 to 200,NAM Direct
H74744432,1 to 25,International Low-touch
H74744452,26 to 200,NAM Direct
H74744589,Undefined,International Direct
H74744627,26 to 200,International Low-touch
H74744645,1 to 25,NAM Low-Touch
H74744663,1 to 25,NAM Unowned
H74744739,1 to 25,NAM Low-Touch
H74744774,26 to 200,NAM Low-Touch
H74744821,1 to 25,NAM Low-Touch
H74744917,1 to 25,International Partner
H74744959,26 to 200,NAM Unowned
H74745052,1 to 25,International Low-touch
H74745067,1 to 25,International Partner
H74745106,Undefined,International Partner
H74745138,1 to 25,International Partner
H74745208,26 to 200,NAM Unowned
H74745212,1 to 25,NAM Unowned
H74745267,26 to 200,NAM Low-Touch
H747494,26 to 200,NAM Low-Touch
H747521,26 to 200,NAM Low-Touch
H747575,26 to 200,NAM Low-Touch
H747857,201 or Above,NAM High-touch
H747991,26 to 200,NAM Low-Touch
H748000,1 to 25,NAM Partner
H748070,26 to 200,NAM Low-Touch
H74841168,26 to 200,NAM Direct
H74841648,1 to 25,NAM Low-Touch
H74841747,1 to 25,NAM Partner
H74841761,26 to 200,International Direct
H74841810,1 to 25,International Low-touch
H74841856,26 to 200,NAM Direct
H74841988,26 to 200,NAM Partner
H74842104,1 to 25,NAM Partner
H74842187,1 to 25,NAM Low-Touch
H74842217,26 to 200,NAM Low-Touch
H74842442,1 to 25,NAM Partner
H74842493,1 to 25,NAM Low-Touch
H74842497,1 to 25,NAM Low-Touch
H74842542,1 to 25,NAM Low-Touch
H74842623,26 to 200,NAM Low-Touch
H74842836,1 to 25,NAM Direct
H74842872,1 to 25,NAM Low-Touch
H74842979,1 to 25,International Partner
H74843012,26 to 200,International Partner
H74843034,1 to 25,International Partner
H74843043,26 to 200,NAM Partner
H74843269,1 to 25,NAM Direct
H74843310,Undefined,NAM Low-Touch
H74843446,26 to 200,NAM Low-Touch
H74843468,26 to 200,NAM Low-Touch
H74843810,26 to 200,International Direct
H74843840,26 to 200,NAM Direct
H74844020,1 to 25,NAM Low-Touch
H74844030,26 to 200,NAM Low-Touch
H74844129,1 to 25,International Low-touch
H74844183,1 to 25,NAM Unowned
H74844226,Undefined,International Partner
H74844255,1 to 25,NAM Low-Touch
H74844302,1 to 25,NAM Low-Touch
H74844306,201 or Above,NAM Partner
H74844352,201 or Above,NAM High-touch
H74844464,1 to 25,NAM Low-Touch
H74844467,26 to 200,International Direct
H74844503,1 to 25,International Low-touch
H74844553,1 to 25,NAM Low-Touch
H74844559,26 to 200,NAM Low-Touch
H74844596,Undefined,International Low-touch
H74844654,1 to 25,International Direct
H74844684,Undefined,NAM Partner
H74844723,1 to 25,NAM Direct
H74844772,26 to 200,NAM Low-Touch
H74844802,26 to 200,NAM Low-Touch
H74844846,26 to 200,NAM Direct
H74844928,1 to 25,International Low-touch
H74844936,1 to 25,International Low-touch
H74844994,1 to 25,NAM Direct
H74845032,26 to 200,NAM Low-Touch
H74845071,1 to 25,NAM Low-Touch
H74845129,26 to 200,NAM Partner
H74845176,26 to 200,NAM Unowned
H74845245,1 to 25,NAM Unowned
H74845273,26 to 200,NAM Unowned
H748523,1 to 25,NAM Low-Touch
H748564,26 to 200,International Low-touch
H748565,26 to 200,NAM Low-Touch
H748597,1 to 25,NAM Partner
H748620,26 to 200,NAM Low-Touch
H748639,26 to 200,NAM Low-Touch
H748641,1 to 25,NAM High-touch
H748665,26 to 200,NAM Low-Touch
H748716,1 to 25,NAM Low-Touch
H748759,Undefined,International Direct
H749089,26 to 200,NAM Partner
H749095,26 to 200,NAM Low-Touch
H749296,26 to 200,NAM High-touch
H749389,26 to 200,NAM Partner
H74941068,1 to 25,NAM Low-Touch
H74941237,1 to 25,NAM Low-Touch
H74941627,1 to 25,International Low-touch
H74941642,26 to 200,NAM High-touch
H74941681,26 to 200,NAM Direct
H74941715,1 to 25,NAM Low-Touch
H74941723,201 or Above,International Direct
H74941870,201 or Above,NAM Partner
H74941979,26 to 200,International Low-touch
H74942061,26 to 200,International Low-touch
H74942174,26 to 200,International Direct
H74942250,1 to 25,NAM Low-Touch
H74942295,1 to 25,NAM Low-Touch
H74942368,1 to 25,NAM Partner
H74942636,1 to 25,International Direct
H74942733,201 or Above,NAM Low-Touch
H74942852,26 to 200,NAM Low-Touch
H74942859,26 to 200,International High-touch
H74942929,26 to 200,International Direct
H74943029,201 or Above,NAM Low-Touch
H74943077,1 to 25,NAM Direct
H74943282,1 to 25,International Low-touch
H74943315,26 to 200,International Direct
H74943316,1 to 25,NAM Low-Touch
H74943351,1 to 25,International Direct
H74943369,1 to 25,NAM Low-Touch
H74943372,26 to 200,International Direct
H74943445,1 to 25,International Low-touch
H74943840,1 to 25,International Partner
H74943935,1 to 25,NAM Low-Touch
H74943957,1 to 25,NAM Low-Touch
H74944034,26 to 200,NAM Partner
H74944035,1 to 25,NAM Low-Touch
H74944070,201 or Above,International Direct
H74944097,26 to 200,International Low-touch
H74944347,1 to 25,International Direct
H74944354,1 to 25,International Direct
H74944452,1 to 25,NAM Partner
H74944604,201 or Above,International Direct
H74944607,Undefined,International Low-touch
H74944696,1 to 25,NAM Low-Touch
H74944835,1 to 25,NAM Low-Touch
H74944845,1 to 25,NAM Partner
H74944855,26 to 200,NAM Unowned
H74944906,1 to 25,NAM Low-Touch
H74944939,201 or Above,International Low-touch
H74945000,1 to 25,International Low-touch
H74945032,1 to 25,NAM Unowned
H74945070,1 to 25,International Direct
H74945082,1 to 25,NAM Low-Touch
H74945117,201 or Above,NAM High-touch
H74945145,26 to 200,International Direct
H74945196,1 to 25,NAM Direct
H74945268,1 to 25,NAM Low-Touch
H74945309,26 to 200,NAM Unowned
H749562,1 to 25,NAM Low-Touch
H75041728,26 to 200,NAM Low-Touch
H75041853,1 to 25,NAM Low-Touch
H75041942,1 to 25,NAM Low-Touch
H75041983,1 to 25,NAM Partner
H75041999,1 to 25,NAM Low-Touch
H75042101,26 to 200,NAM Low-Touch
H75042144,1 to 25,NAM Low-Touch
H75042268,26 to 200,NAM Direct
H75042410,26 to 200,NAM Partner
H75042493,1 to 25,International Low-touch
H75042508,1 to 25,NAM Low-Touch
H75042540,1 to 25,NAM Partner
H75042610,26 to 200,NAM Direct
H75042705,201 or Above,International Direct
H75042731,1 to 25,NAM Direct
H75042734,26 to 200,NAM High-touch
H75043073,201 or Above,NAM Partner
H75043088,26 to 200,NAM High-touch
H75043110,201 or Above,NAM Direct
H75043313,26 to 200,NAM Partner
H75043381,26 to 200,NAM High-touch
H75043409,201 or Above,NAM Low-Touch
H75043437,201 or Above,NAM High-touch
H75043459,1 to 25,NAM Low-Touch
H75043850,1 to 25,International Direct
H75043943,Undefined,NAM High-touch
H75044033,1 to 25,NAM Low-Touch
H75044098,1 to 25,NAM Low-Touch
H75044266,Undefined,International Direct
H75044272,26 to 200,International Low-touch
H75044274,1 to 25,International Direct
H75044339,26 to 200,NAM Partner
H75044392,1 to 25,NAM High-touch
H75044411,26 to 200,International Partner
H75044464,26 to 200,International Low-touch
H75044507,1 to 25,International Partner
H75044553,26 to 200,International Low-touch
H75044570,26 to 200,International Direct
H75044582,26 to 200,NAM Low-Touch
H75044593,26 to 200,NAM Unowned
H75044609,26 to 200,International Direct
H75044650,26 to 200,NAM Low-Touch
H75044797,201 or Above,NAM Low-Touch
H75044821,1 to 25,NAM Direct
H75044847,1 to 25,International Low-touch
H75044919,Undefined,NAM Low-Touch
H75044960,1 to 25,International Low-touch
H75045052,26 to 200,International Direct
H75045054,1 to 25,NAM Low-Touch
H75045090,1 to 25,NAM Unowned
H75045106,1 to 25,International Low-touch
H75141007,26 to 200,International Direct
H75141077,1 to 25,NAM Low-Touch
H75141621,26 to 200,International Direct
H75142185,201 or Above,International Direct
H75142240,26 to 200,International Low-touch
H75142267,26 to 200,NAM Low-Touch
H75142268,201 or Above,NAM Low-Touch
H75142405,1 to 25,NAM High-touch
H75142410,26 to 200,NAM Low-Touch
H75142445,1 to 25,NAM Low-Touch
H75142515,1 to 25,International Low-touch
H75142611,26 to 200,NAM Low-Touch
H75142694,1 to 25,NAM Low-Touch
H75142714,201 or Above,NAM Direct
H75142717,26 to 200,International Partner
H75142752,26 to 200,NAM High-touch
